# This table shows the intersection of camo regions by a gene annotation gff3, showing where camo regions fall within gene body elements
# chrom : Chromosome of camo region
# region_start : start position of camo region within gene-body element
# region_end : end position of camo region within gene-body element
# gene_body_id : ID of gene body element that contains this camo region
# region_type : genebody element type (e.g. exon, intron, UTR, etc.)
# biotype : GENCODE biotype of gene that contains this camo reigon
# gene_body_chrom : Chromosome of the genebody element
# gene_body_start : start position of the genebody element
# gene_body_end : end position of the genebody element
#chrom	start	end	gene_body_id	region_type	biotype	gene_body_chrom	gene_body_start	gene_body_end
chr1	11871	12227	DDX11L1_exon_1	exon	pseudogene	chr1	11869	12227
chr1	12227	12594	DDX11L1_intron_1	intron	pseudogene	chr1	12227	12594
chr1	12594	12721	DDX11L1_exon_2	exon	pseudogene	chr1	12594	12721
chr1	17858	17914	WASH7P_intron_8	intron	pseudogene	chr1	17742	17914
chr1	17914	18061	WASH7P_exon_9	exon	pseudogene	chr1	17914	18061
chr1	18061	18267	WASH7P_intron_9	intron	pseudogene	chr1	18061	18267
chr1	18267	18343	WASH7P_exon_10	exon	pseudogene	chr1	18267	18379
chr1	18460	18538	WASH7P_intron_10	intron	pseudogene	chr1	18379	24733
chr1	18680	18814	WASH7P_intron_10	intron	pseudogene	chr1	18379	24733
chr1	18888	18919	WASH7P_intron_10	intron	pseudogene	chr1	18379	24733
chr1	19331	19382	WASH7P_intron_10	intron	pseudogene	chr1	18379	24733
chr1	19634	19688	WASH7P_intron_10	intron	pseudogene	chr1	18379	24733
chr1	20595	21844	WASH7P_intron_10	intron	pseudogene	chr1	18379	24733
chr1	21974	23057	WASH7P_intron_10	intron	pseudogene	chr1	18379	24733
chr1	23235	23309	WASH7P_intron_10	intron	pseudogene	chr1	18379	24733
chr1	23460	24733	WASH7P_intron_10	intron	pseudogene	chr1	18379	24733
chr1	24733	24891	WASH7P_exon_11	exon	pseudogene	chr1	24733	24891
chr1	24891	26687	WASH7P_intron_11	intron	pseudogene	chr1	24891	29320
chr1	26752	26913	WASH7P_intron_11	intron	pseudogene	chr1	24891	29320
chr1	27149	28320	WASH7P_intron_11	intron	pseudogene	chr1	24891	29320
chr1	28462	28509	WASH7P_intron_11	intron	pseudogene	chr1	24891	29320
chr1	28675	28765	WASH7P_intron_11	intron	pseudogene	chr1	24891	29320
chr1	29059	29188	WASH7P_intron_11	intron	pseudogene	chr1	24891	29320
chr1	29196	29229	WASH7P_intron_11	intron	pseudogene	chr1	24891	29320
chr1	29641	29806	WASH7P_exon_13	exon	pseudogene	chr1	29533	29806
chr1	29641	30039	MIR1302-10_exon_1	exon	lincRNA	chr1	29554	30039
chr1	30039	30266	MIR1302-10_intron_1	intron	lincRNA	chr1	30039	30266
chr1	30266	30585	MIR1302-10_exon_2	exon	lincRNA	chr1	30266	30667
chr1	30726	30805	MIR1302-10_intron_2	intron	lincRNA	chr1	30667	30975
chr1	34554	34607	FAM138A_exon_1	exon	lincRNA	chr1	34554	35174
chr1	34611	35174	FAM138A_exon_1	exon	lincRNA	chr1	34554	35174
chr1	35179	35244	FAM138A_intron_1	intron	lincRNA	chr1	35174	35244
chr1	35244	35481	FAM138A_exon_2	exon	lincRNA	chr1	35244	35481
chr1	35481	35720	FAM138A_intron_2	intron	lincRNA	chr1	35481	35720
chr1	35720	36081	FAM138A_exon_3	exon	lincRNA	chr1	35720	36081
chr1	69228	69271	OR4F5_exon_1	CDS	protein_coding	chr1	69091	70008
chr1	93163	93190	RP11-34P13.7_intron_2	intron	lincRNA	chr1	92240	110952
chr1	93359	93503	RP11-34P13.7_intron_2	intron	lincRNA	chr1	92240	110952
chr1	93607	93689	RP11-34P13.7_intron_2	intron	lincRNA	chr1	92240	110952
chr1	93840	93916	RP11-34P13.7_intron_2	intron	lincRNA	chr1	92240	110952
chr1	94358	94405	RP11-34P13.7_intron_2	intron	lincRNA	chr1	92240	110952
chr1	95340	95559	RP11-34P13.7_intron_2	intron	lincRNA	chr1	92240	110952
chr1	95614	95689	RP11-34P13.7_intron_2	intron	lincRNA	chr1	92240	110952
chr1	95787	95904	RP11-34P13.7_intron_2	intron	lincRNA	chr1	92240	110952
chr1	96883	97194	RP11-34P13.7_intron_2	intron	lincRNA	chr1	92240	110952
chr1	99981	100579	RP11-34P13.7_intron_2	intron	lincRNA	chr1	92240	110952
chr1	100773	100872	RP11-34P13.7_intron_2	intron	lincRNA	chr1	92240	110952
chr1	100913	100964	RP11-34P13.7_intron_2	intron	lincRNA	chr1	92240	110952
chr1	104554	104611	RP11-34P13.7_intron_2	intron	lincRNA	chr1	92240	110952
chr1	107417	107525	RP11-34P13.7_intron_2	intron	lincRNA	chr1	92240	110952
