# This table shows the intersection of camo regions by a gene annotation gff3, showing where camo regions fall within gene body elements
# chrom : Chromosome of camo region
# region_start : start position of camo region within gene-body element
# region_end : end position of camo region within gene-body element
# gene_body_id : ID of gene body element that contains this camo region
# region_type : genebody element type (e.g. exon, intron, UTR, etc.)
# biotype : GENCODE biotype of gene that contains this camo reigon
# gene_body_chrom : Chromosome of the genebody element
# gene_body_start : start position of the genebody element
# gene_body_end : end position of the genebody element
#chrom	start	end	gene_body_id	region_type	biotype	gene_body_chrom	gene_body_start	gene_body_end
1	11871	12227	DDX11L1_exon_1	exon	pseudogene	1	11869	12227
1	12227	12594	DDX11L1_intron_1	intron	pseudogene	1	12227	12594
1	12594	12721	DDX11L1_exon_2	exon	pseudogene	1	12594	12721
1	17857	17914	WASH7P_intron_8	intron	pseudogene	1	17742	17914
1	17914	18061	WASH7P_exon_9	exon	pseudogene	1	17914	18061
1	18061	18267	WASH7P_intron_9	intron	pseudogene	1	18061	18267
1	18267	18342	WASH7P_exon_10	exon	pseudogene	1	18267	18379
1	18459	18538	WASH7P_intron_10	intron	pseudogene	1	18379	24733
1	18679	18814	WASH7P_intron_10	intron	pseudogene	1	18379	24733
1	19333	19377	WASH7P_intron_10	intron	pseudogene	1	18379	24733
1	19634	19688	WASH7P_intron_10	intron	pseudogene	1	18379	24733
1	20593	21844	WASH7P_intron_10	intron	pseudogene	1	18379	24733
1	21973	23061	WASH7P_intron_10	intron	pseudogene	1	18379	24733
1	23233	23309	WASH7P_intron_10	intron	pseudogene	1	18379	24733
1	23460	24733	WASH7P_intron_10	intron	pseudogene	1	18379	24733
1	24733	24891	WASH7P_exon_11	exon	pseudogene	1	24733	24891
1	24891	26680	WASH7P_intron_11	intron	pseudogene	1	24891	29320
1	26743	26913	WASH7P_intron_11	intron	pseudogene	1	24891	29320
1	27037	27072	WASH7P_intron_11	intron	pseudogene	1	24891	29320
1	27157	28318	WASH7P_intron_11	intron	pseudogene	1	24891	29320
1	28462	28510	WASH7P_intron_11	intron	pseudogene	1	24891	29320
1	28675	28764	WASH7P_intron_11	intron	pseudogene	1	24891	29320
1	29059	29231	WASH7P_intron_11	intron	pseudogene	1	24891	29320
1	29641	29806	WASH7P_exon_13	exon	pseudogene	1	29533	29806
1	29641	30039	MIR1302-10_exon_1	exon	lincRNA	1	29554	30039
1	30039	30266	MIR1302-10_intron_1	intron	lincRNA	1	30039	30266
1	30266	30585	MIR1302-10_exon_2	exon	lincRNA	1	30266	30667
1	30727	30805	MIR1302-10_intron_2	intron	lincRNA	1	30667	30975
1	34554	34609	FAM138A_exon_1	exon	lincRNA	1	34554	35174
1	34611	35174	FAM138A_exon_1	exon	lincRNA	1	34554	35174
1	35179	35244	FAM138A_intron_1	intron	lincRNA	1	35174	35244
1	35244	35481	FAM138A_exon_2	exon	lincRNA	1	35244	35481
1	35481	35720	FAM138A_intron_2	intron	lincRNA	1	35481	35720
1	35720	36081	FAM138A_exon_3	exon	lincRNA	1	35720	36081
1	69228	69274	OR4F5_exon_1	CDS	protein_coding	1	69091	70008
1	93364	93498	RP11-34P13.7_intron_2	intron	lincRNA	1	92240	110952
1	93606	93688	RP11-34P13.7_intron_2	intron	lincRNA	1	92240	110952
1	93842	93915	RP11-34P13.7_intron_2	intron	lincRNA	1	92240	110952
1	94359	94400	RP11-34P13.7_intron_2	intron	lincRNA	1	92240	110952
1	95336	95559	RP11-34P13.7_intron_2	intron	lincRNA	1	92240	110952
1	95614	95689	RP11-34P13.7_intron_2	intron	lincRNA	1	92240	110952
1	95784	95902	RP11-34P13.7_intron_2	intron	lincRNA	1	92240	110952
1	96883	97176	RP11-34P13.7_intron_2	intron	lincRNA	1	92240	110952
1	99982	100579	RP11-34P13.7_intron_2	intron	lincRNA	1	92240	110952
1	100770	100870	RP11-34P13.7_intron_2	intron	lincRNA	1	92240	110952
1	100922	100964	RP11-34P13.7_intron_2	intron	lincRNA	1	92240	110952
1	104559	104605	RP11-34P13.7_intron_2	intron	lincRNA	1	92240	110952
1	107417	107525	RP11-34P13.7_intron_2	intron	lincRNA	1	92240	110952
1	107705	107739	RP11-34P13.7_intron_2	intron	lincRNA	1	92240	110952
1	109956	110505	RP11-34P13.7_intron_2	intron	lincRNA	1	92240	110952
1	112372	112534	RP11-34P13.7_intron_3	intron	lincRNA	1	111357	112699
1	112699	112748	RP11-34P13.7_exon_4	exon	lincRNA	1	112699	112804
1	114358	114466	RP11-34P13.7_intron_4	intron	lincRNA	1	112804	120720
1	115144	115182	RP11-34P13.7_intron_4	intron	lincRNA	1	112804	120720
1	115361	115397	RP11-34P13.7_intron_4	intron	lincRNA	1	112804	120720
1	115827	115853	RP11-34P13.7_intron_4	intron	lincRNA	1	112804	120720
1	116794	117038	RP11-34P13.7_intron_4	intron	lincRNA	1	112804	120720
1	117162	117294	RP11-34P13.7_intron_4	intron	lincRNA	1	112804	120720
1	117365	118209	RP11-34P13.7_intron_4	intron	lincRNA	1	112804	120720
1	119309	119571	RP11-34P13.7_intron_4	intron	lincRNA	1	112804	120720
1	119727	119812	RP11-34P13.7_intron_4	intron	lincRNA	1	112804	120720
1	121365	121906	RP11-34P13.7_intron_5	intron	lincRNA	1	120932	129054
1	122053	122502	RP11-34P13.7_intron_5	intron	lincRNA	1	120932	129054
1	123237	123415	RP11-34P13.7_intron_5	intron	lincRNA	1	120932	129054
1	126908	127152	RP11-34P13.7_intron_5	intron	lincRNA	1	120932	129054
1	130287	131024	RP11-34P13.7_intron_6	intron	lincRNA	1	129223	133373
1	131521	131544	RP11-34P13.7_intron_6	intron	lincRNA	1	129223	133373
1	131790	132705	RP11-34P13.7_intron_6	intron	lincRNA	1	129223	133373
1	131521	131544	CICP27_exon_1	exon	pseudogene	1	131025	134836
1	131790	132705	CICP27_exon_1	exon	pseudogene	1	131025	134836
1	135661	135703	AL627309.1_UTR_1	three_prime_UTR	protein_coding	1	134901	135802
1	141474	143011	RP11-34P13.13_exon_1	exon	processed_transcript	1	141474	143011
1	143011	143500	RP11-34P13.13_intron_1	intron	processed_transcript	1	143011	146385
1	144111	144210	RP11-34P13.13_intron_1	intron	processed_transcript	1	143011	146385
1	144734	144815	RP11-34P13.13_intron_1	intron	processed_transcript	1	143011	146385
1	144975	146385	RP11-34P13.13_intron_1	intron	processed_transcript	1	143011	146385
1	146385	146495	RP11-34P13.13_exon_2	exon	processed_transcript	1	146385	149707
1	146574	146766	RP11-34P13.13_exon_2	exon	processed_transcript	1	146385	149707
1	146782	147276	RP11-34P13.13_exon_2	exon	processed_transcript	1	146385	149707
1	148045	148076	RP11-34P13.13_exon_2	exon	processed_transcript	1	146385	149707
1	148281	149509	RP11-34P13.13_exon_2	exon	processed_transcript	1	146385	149707
1	149658	149707	RP11-34P13.13_exon_2	exon	processed_transcript	1	146385	149707
1	147467	147580	RP11-34P13.13_exon_2	exon	processed_transcript	1	146385	149707
1	151209	151758	RP11-34P13.13_intron_2	intron	processed_transcript	1	149707	155766
1	152201	152427	RP11-34P13.13_intron_2	intron	processed_transcript	1	149707	155766
1	153076	153135	RP11-34P13.13_intron_2	intron	processed_transcript	1	149707	155766
1	153292	153353	RP11-34P13.13_intron_2	intron	processed_transcript	1	149707	155766
1	153554	153617	RP11-34P13.13_intron_2	intron	processed_transcript	1	149707	155766
1	153717	154349	RP11-34P13.13_intron_2	intron	processed_transcript	1	149707	155766
1	154438	154538	RP11-34P13.13_intron_2	intron	processed_transcript	1	149707	155766
1	154692	154806	RP11-34P13.13_intron_2	intron	processed_transcript	1	149707	155766
1	154923	155249	RP11-34P13.13_intron_2	intron	processed_transcript	1	149707	155766
1	155271	155415	RP11-34P13.13_intron_2	intron	processed_transcript	1	149707	155766
1	155434	155559	RP11-34P13.13_intron_2	intron	processed_transcript	1	149707	155766
1	155595	155685	RP11-34P13.13_intron_2	intron	processed_transcript	1	149707	155766
1	155766	155831	RP11-34P13.13_exon_3	exon	processed_transcript	1	155766	155831
1	155831	156090	RP11-34P13.13_intron_3	intron	processed_transcript	1	155831	164262
1	156232	156312	RP11-34P13.13_intron_3	intron	processed_transcript	1	155831	164262
1	156490	156928	RP11-34P13.13_intron_3	intron	processed_transcript	1	155831	164262
1	157126	157149	RP11-34P13.13_intron_3	intron	processed_transcript	1	155831	164262
1	158543	158976	RP11-34P13.13_intron_3	intron	processed_transcript	1	155831	164262
1	159075	160118	RP11-34P13.13_intron_3	intron	processed_transcript	1	155831	164262
1	161053	161427	RP11-34P13.13_intron_3	intron	processed_transcript	1	155831	164262
1	161541	162172	RP11-34P13.13_intron_3	intron	processed_transcript	1	155831	164262
1	162879	162904	RP11-34P13.13_intron_3	intron	processed_transcript	1	155831	164262
1	163061	163225	RP11-34P13.13_intron_3	intron	processed_transcript	1	155831	164262
1	163315	163745	RP11-34P13.13_intron_3	intron	processed_transcript	1	155831	164262
1	163893	164080	RP11-34P13.13_intron_3	intron	processed_transcript	1	155831	164262
1	164262	164791	RP11-34P13.13_exon_4	exon	processed_transcript	1	164262	164791
1	164791	165083	RP11-34P13.13_intron_4	intron	processed_transcript	1	164791	165883
1	165497	165883	RP11-34P13.13_intron_4	intron	processed_transcript	1	164791	165883
1	165883	165942	RP11-34P13.13_exon_5	exon	processed_transcript	1	165883	165942
1	165942	166022	RP11-34P13.13_intron_5	intron	processed_transcript	1	165942	168099
1	166076	167638	RP11-34P13.13_intron_5	intron	processed_transcript	1	165942	168099
1	168454	168609	RP11-34P13.13_intron_6	intron	processed_transcript	1	168165	168609
1	168609	168767	RP11-34P13.13_exon_7	exon	processed_transcript	1	168609	168767
1	168767	168902	RP11-34P13.13_intron_7	intron	processed_transcript	1	168767	169048
1	169018	169048	RP11-34P13.13_intron_7	intron	processed_transcript	1	168767	169048
1	169048	169264	RP11-34P13.13_exon_8	exon	processed_transcript	1	169048	169264
1	169264	170048	RP11-34P13.13_intron_8	intron	processed_transcript	1	169264	172556
1	170304	170439	RP11-34P13.13_intron_8	intron	processed_transcript	1	169264	172556
1	170748	171489	RP11-34P13.13_intron_8	intron	processed_transcript	1	169264	172556
1	171611	171661	RP11-34P13.13_intron_8	intron	processed_transcript	1	169264	172556
1	171888	172484	RP11-34P13.13_intron_8	intron	processed_transcript	1	169264	172556
1	172653	172688	RP11-34P13.13_exon_9	exon	processed_transcript	1	172556	172688
1	172688	172778	RP11-34P13.13_intron_9	intron	processed_transcript	1	172688	173752
1	172973	173034	RP11-34P13.13_intron_9	intron	processed_transcript	1	172688	173752
1	173230	173366	RP11-34P13.13_intron_9	intron	processed_transcript	1	172688	173752
1	173408	173676	RP11-34P13.13_intron_9	intron	processed_transcript	1	172688	173752
1	173752	173862	RP11-34P13.13_exon_10	exon	processed_transcript	1	173752	173862
1	161053	161313	RP11-34P13.9_intron_1	intron	lincRNA	1	160690	161313
1	161313	161427	RP11-34P13.9_exon_2	exon	lincRNA	1	161313	161525
1	228435	228775	AP006222.2_exon_1	exon	lincRNA	1	227615	228776
1	236668	236764	AP006222.2_exon_3	exon	lincRNA	1	236111	237955
1	239795	239855	AP006222.2_intron_4	intron	lincRNA	1	238567	257267
1	241719	241985	AP006222.2_intron_4	intron	lincRNA	1	238567	257267
1	242633	242665	AP006222.2_intron_4	intron	lincRNA	1	238567	257267
